epoch,batch,param,grad_mean,grad_std,grad_max
2,,shared_head.3.bias,0.000726562924683094,,0.000726562924683094
2,,species_heads.0.0.weight,0.00010843489144463092,0.00014936992374714464,0.0008879002998583019
2,,species_heads.0.0.bias,3.367972567502875e-11,4.735364531049946e-11,1.6007106751203537e-10
2,,species_heads.0.1.weight,0.0002762686926871538,0.00034899532329291105,0.0011863857507705688
2,,species_heads.0.1.bias,0.00022309529595077038,0.00027810243773274124,0.0005596700357273221
2,,species_heads.0.4.weight,0.0002980307908728719,0.0004186427977401763,0.0019845596980303526
2,,species_heads.0.4.bias,5.099076716419404e-11,7.413999275618366e-11,1.7462298274040222e-10
2,,species_heads.0.5.weight,0.0005261813057586551,0.0008614151738584042,0.0029527645092457533
2,,species_heads.0.5.bias,0.00040504185017198324,0.0005887325387448072,0.0017101215198636055
2,,species_heads.0.8.weight,0.0023902333341538906,0.0030883969739079475,0.006703313905745745
2,,species_heads.0.8.bias,0.000726562924683094,,0.000726562924683094
3,,clim_branch.conv_layers.0.weight,0.00020881538512185216,0.0005184785695746541,0.005930010229349136
3,,clim_branch.conv_layers.0.bias,5.413767212303355e-10,1.3814828170310989e-09,7.275957614183426e-09
3,,clim_branch.conv_layers.1.weight,0.0007993205217644572,0.0015491785015910864,0.007363312412053347
3,,clim_branch.conv_layers.1.bias,0.0005057911621406674,0.0007538223289884627,0.0027051286306232214
3,,clim_branch.conv_layers.4.weight,0.00016725881141610444,0.0002480741241015494,0.0028078490868210793
3,,clim_branch.conv_layers.4.bias,3.257127900724299e-11,4.5460836484156886e-11,1.4551915228366852e-10
3,,clim_branch.conv_layers.5.weight,0.00038390286499634385,0.0005163225578144193,0.0018721910892054439
3,,clim_branch.conv_layers.5.bias,0.0002241320034954697,0.0003166547685395926,0.0011303328210487962
3,,clim_branch.conv_layers.8.weight,7.401455513900146e-05,0.00010629039752529934,0.0008702691411599517
3,,clim_branch.conv_layers.8.bias,1.815436689867056e-11,2.6389756699329858e-11,1.0459189070388675e-10
3,,clim_branch.conv_layers.9.weight,0.00039661096525378525,0.000539648171979934,0.00176265649497509
3,,clim_branch.conv_layers.9.bias,0.0004583113477565348,0.000607766502071172,0.00233443733304739
3,,shared_head.0.weight,0.00020797381876036525,0.0004432742134667933,0.004530081059783697
3,,shared_head.0.bias,0.0004666409222409129,0.0009440294234082103,0.00502343475818634
3,,shared_head.3.weight,0.0028629684820771217,0.00453802477568388,0.01853363588452339
3,,shared_head.3.bias,0.009401319548487663,,0.009401319548487663
3,,species_heads.0.0.weight,0.00016933013102971017,0.00030270294519141316,0.004142008256167173
3,,species_heads.0.0.bias,3.858602326545224e-11,5.1520336608046335e-11,1.7462298274040222e-10
3,,species_heads.0.1.weight,0.0004506908589974046,0.0006032166420482099,0.001994292251765728
3,,species_heads.0.1.bias,0.00030644878279417753,0.00040908806840889156,0.0014355077873915434
3,,species_heads.0.4.weight,0.00044613887439481914,0.0006784346769563854,0.003973603248596191
3,,species_heads.0.4.bias,6.52526921385288e-11,9.122170380182482e-11,3.7834979593753815e-10
3,,species_heads.0.5.weight,0.0008260173490270972,0.0010981443338096142,0.0036012500058859587
3,,species_heads.0.5.bias,0.0007619811804033816,0.0010419860482215881,0.0032602734863758087
3,,species_heads.0.8.weight,0.00467920396476984,0.005921992938965559,0.013652168214321136
3,,species_heads.0.8.bias,0.009401319548487663,,0.009401319548487663
4,,clim_branch.conv_layers.0.weight,0.00010783110337797552,0.00024679306079633534,0.003368718083947897
4,,clim_branch.conv_layers.0.bias,1.9412027540965937e-10,2.9375457621938494e-10,1.1059455573558807e-09
4,,clim_branch.conv_layers.1.weight,0.0005017808871343732,0.0007659625262022018,0.002389355329796672
4,,clim_branch.conv_layers.1.bias,0.00039077704423107207,0.0006031900993548334,0.002244076458737254
4,,clim_branch.conv_layers.4.weight,0.00010235818626824766,0.00015739751688670367,0.0012233355082571507
4,,clim_branch.conv_layers.4.bias,1.7607248992135283e-11,2.4883307220280315e-11,8.731149137020111e-11
4,,clim_branch.conv_layers.5.weight,0.0002263693604618311,0.0003094622225034982,0.001120144035667181
4,,clim_branch.conv_layers.5.bias,0.00012703414540737867,0.00016888904792722315,0.0004941079532727599
4,,clim_branch.conv_layers.8.weight,4.939308200846426e-05,6.94508635206148e-05,0.0005938949179835618
4,,clim_branch.conv_layers.8.bias,1.573585706182712e-11,2.144198187059576e-11,8.640199666842818e-11
4,,clim_branch.conv_layers.9.weight,0.00031989591661840677,0.0003728868905454874,0.0011273435084149241
4,,clim_branch.conv_layers.9.bias,0.00041441217763349414,0.0004936680197715759,0.0016408013179898262
4,,shared_head.0.weight,0.00023045839043334126,0.0004405107465572655,0.003981004469096661
4,,shared_head.0.bias,0.0006955738645046949,0.0011917962692677975,0.005338217131793499
4,,shared_head.3.weight,0.003363181371241808,0.005692420993000269,0.021587353199720383
4,,shared_head.3.bias,0.020814435556530952,,0.020814435556530952
4,,species_heads.0.0.weight,0.00012195752788102254,0.00018040141731034964,0.0012206127867102623
4,,species_heads.0.0.bias,2.722799763432704e-11,4.019356028561738e-11,1.4551915228366852e-10
4,,species_heads.0.1.weight,0.00028521899366751313,0.0003653071471489966,0.0010490542044863105
4,,species_heads.0.1.bias,0.00025261391419917345,0.0003234113100916147,0.0007554487092420459
4,,species_heads.0.4.weight,0.0002819209184963256,0.0004283803573343903,0.002794332569465041
4,,species_heads.0.4.bias,5.610534259403721e-11,7.990351436060195e-11,2.3283064365386963e-10
4,,species_heads.0.5.weight,0.0013716877438127995,0.0019187605939805508,0.006018118467181921
4,,species_heads.0.5.bias,0.0023155701346695423,0.0028849237132817507,0.008237977512180805
4,,species_heads.0.8.weight,0.0062777576968073845,0.0037406734190881252,0.014118622988462448
4,,species_heads.0.8.bias,0.020814435556530952,,0.020814435556530952
5,,clim_branch.conv_layers.0.weight,0.0001623308489797637,0.000390221452107653,0.007130433339625597
5,,clim_branch.conv_layers.0.bias,3.0468072509393096e-10,4.6216327986847716e-10,1.280568540096283e-09
5,,clim_branch.conv_layers.1.weight,0.0006818038527853787,0.0009464966715313494,0.0030127656646072865
5,,clim_branch.conv_layers.1.bias,0.0005543904262594879,0.0007124593248590827,0.0017980276606976986
5,,clim_branch.conv_layers.4.weight,0.00011618696589721367,0.00017306474910583347,0.001463744672946632
5,,clim_branch.conv_layers.4.bias,1.7024603948812e-11,2.1670743324819775e-11,7.639755494892597e-11
5,,clim_branch.conv_layers.5.weight,0.00023938312369864434,0.00032324486528523266,0.0008613119716756046
5,,clim_branch.conv_layers.5.bias,0.00013867947563994676,0.00017106335144490004,0.000397755007725209
5,,clim_branch.conv_layers.8.weight,4.594841448124498e-05,6.565647345269099e-05,0.0005984973395243287
5,,clim_branch.conv_layers.8.bias,1.13420384195706e-11,1.629551181492328e-11,8.003553375601768e-11
5,,clim_branch.conv_layers.9.weight,0.00018936330161523074,0.00026385532692074776,0.0011862404644489288
5,,clim_branch.conv_layers.9.bias,0.0001710039796307683,0.00023202654847409576,0.0010204673744738102
5,,shared_head.0.weight,8.841512317303568e-05,0.0001771561655914411,0.0016128822462633252
5,,shared_head.0.bias,0.00013639003736898303,0.00026252021780237556,0.0010557547211647034
5,,shared_head.3.weight,0.0011160714784637094,0.0017332512652501464,0.0064685409888625145
5,,shared_head.3.bias,0.0013072190340608358,,0.0013072190340608358
5,,species_heads.0.0.weight,0.00011321836791466922,0.00016111719014588743,0.0009758126689121127
5,,species_heads.0.0.bias,2.5870861009025248e-11,3.8253528816811766e-11,1.4551915228366852e-10
5,,species_heads.0.1.weight,0.0002768732374534011,0.00035311977262608707,0.0011057568481191993
5,,species_heads.0.1.bias,0.00022204183915164322,0.000286159134702757,0.0007621024269610643
5,,species_heads.0.4.weight,0.00024630577536299825,0.00036253209691494703,0.0019609020091593266
5,,species_heads.0.4.bias,4.0603964635010925e-11,5.5588467856582113e-11,1.4551915228366852e-10
5,,species_heads.0.5.weight,0.0005826184060424566,0.0008870702586136758,0.0034209105651825666
5,,species_heads.0.5.bias,0.0004894319572485983,0.0007051757420413196,0.0019432955887168646
5,,species_heads.0.8.weight,0.0028691506013274193,0.0033553268294781446,0.006676730699837208
5,,species_heads.0.8.bias,0.0013072190340608358,,0.0013072190340608358
6,,clim_branch.conv_layers.0.weight,0.000122753917821683,0.00030527263879776,0.004862514324486256
6,,clim_branch.conv_layers.0.bias,2.538627086323686e-10,4.246015761211197e-10,1.3969838619232178e-09
6,,clim_branch.conv_layers.1.weight,0.000496706401463598,0.0007505750982090831,0.002598981373012066
6,,clim_branch.conv_layers.1.bias,0.0003990668919868767,0.0005083309370093048,0.0012274396140128374
6,,clim_branch.conv_layers.4.weight,0.00011433552572270855,0.000165906036272645,0.0012347523588687181
6,,clim_branch.conv_layers.4.bias,2.802380549837835e-11,4.3216989015215646e-11,1.709850039333105e-10
6,,clim_branch.conv_layers.5.weight,0.00023104446881916374,0.00030550360679626465,0.0010308129712939262
6,,clim_branch.conv_layers.5.bias,0.00014416294288821518,0.00020114495418965816,0.0009144791401922703
6,,clim_branch.conv_layers.8.weight,4.290221841074526e-05,6.057357313693501e-05,0.00046893145190551877
6,,clim_branch.conv_layers.8.bias,1.0314415987977554e-11,1.3912650545511163e-11,5.638867150992155e-11
6,,clim_branch.conv_layers.9.weight,0.00017474107153248042,0.00023126986343413591,0.0010112918680533767
6,,clim_branch.conv_layers.9.bias,0.00014273256238084286,0.00018352236656937748,0.0006134119466878474
6,,shared_head.0.weight,8.437380893155932e-05,0.00016111320292111486,0.0015113051049411297
6,,shared_head.0.bias,0.00012337490625213832,0.00023215491091832519,0.0010994132608175278
6,,shared_head.3.weight,0.001063251169398427,0.0016116086626425385,0.006019109860062599
6,,shared_head.3.bias,0.00018473784439265728,,0.00018473784439265728
6,,species_heads.0.0.weight,0.00010340281733078882,0.00015181682829279453,0.0009821741841733456
6,,species_heads.0.0.bias,3.575806317712704e-11,4.941487496967767e-11,1.4551915228366852e-10
6,,species_heads.0.1.weight,0.000276336504612118,0.00038703420432284474,0.0011934969807043672
6,,species_heads.0.1.bias,0.0002670585527084768,0.00038256749394349754,0.0015503974864259362
6,,species_heads.0.4.weight,0.00022681913105770946,0.00033486500615254045,0.0019913490395992994
6,,species_heads.0.4.bias,3.934275127903675e-11,5.6193241032564956e-11,1.7462298274040222e-10
6,,species_heads.0.5.weight,0.0005757370963692665,0.0008060049149207771,0.0025758289266377687
6,,species_heads.0.5.bias,0.00045460235560312867,0.0006112889386713505,0.0019383514299988747
6,,species_heads.0.8.weight,0.0029386659152805805,0.00294257840141654,0.008097445592284203
6,,species_heads.0.8.bias,0.00018473784439265728,,0.00018473784439265728
7,,clim_branch.conv_layers.0.weight,9.38864832278341e-05,0.0002178032445954159,0.0037497992161661386
7,,clim_branch.conv_layers.0.bias,1.8616219676914625e-10,2.9282773428285225e-10,9.89530235528946e-10
7,,clim_branch.conv_layers.1.weight,0.00043439879664219916,0.0006762015400454402,0.0019161307718604803
7,,clim_branch.conv_layers.1.bias,0.0003020947624463588,0.00043181260116398335,0.0011855487246066332
7,,clim_branch.conv_layers.4.weight,8.568259363528341e-05,0.0001211692942888476,0.0007163938134908676
7,,clim_branch.conv_layers.4.bias,1.8260948309034575e-11,2.33588391684858e-11,5.820766091346741e-11
7,,clim_branch.conv_layers.5.weight,0.00018583946803119034,0.00025121818180195987,0.0007576595526188612
7,,clim_branch.conv_layers.5.bias,0.00012032125960104167,0.0001723744790069759,0.0005606749327853322
7,,clim_branch.conv_layers.8.weight,3.474441837170161e-05,4.685439125751145e-05,0.00039454534999094903
7,,clim_branch.conv_layers.8.bias,1.0700773600547109e-11,1.5225820604314322e-11,6.912159733474255e-11
7,,clim_branch.conv_layers.9.weight,0.00021943810861557722,0.00028603014652617276,0.001129590324126184
7,,clim_branch.conv_layers.9.bias,0.000284610316157341,0.000361025333404541,0.001442090841010213
7,,shared_head.0.weight,0.00013054204464424402,0.00026163083384744823,0.0025069722905755043
7,,shared_head.0.bias,0.00039261841448023915,0.0006854790262877941,0.0034087738022208214
7,,shared_head.3.weight,0.0020397985354065895,0.003723014844581485,0.01782899536192417
7,,shared_head.3.bias,0.011183132417500019,,0.011183132417500019
7,,species_heads.0.0.weight,8.57350169098936e-05,0.00012618499749805778,0.0009099761955440044
7,,species_heads.0.0.bias,2.894040562750888e-11,4.07831997339958e-11,1.3096723705530167e-10
7,,species_heads.0.1.weight,0.0002268897369503975,0.00032941417885012925,0.0011823269305750728
7,,species_heads.0.1.bias,0.00017919308447744697,0.00024346930149476975,0.0008137347176671028
7,,species_heads.0.4.weight,0.00021032997756265104,0.00033419812098145485,0.0018430777126923203
7,,species_heads.0.4.bias,5.453593132642709e-11,7.331022594536662e-11,1.7462298274040222e-10
7,,species_heads.0.5.weight,0.0007427555974572897,0.0009519624290987849,0.002281427616253495
7,,species_heads.0.5.bias,0.0011957718525081873,0.0015314625343307853,0.0039008157327771187
7,,species_heads.0.8.weight,0.003703461028635502,0.0027079498395323753,0.007482376880943775
7,,species_heads.0.8.bias,0.011183132417500019,,0.011183132417500019
8,,clim_branch.conv_layers.0.weight,0.00010210568143520504,0.00023410821449942887,0.004213482141494751
8,,clim_branch.conv_layers.0.bias,1.6223111742874607e-10,2.41548503421285e-10,8.731149137020111e-10
8,,clim_branch.conv_layers.1.weight,0.0004312543896958232,0.0005726477247662842,0.0013712132349610329
8,,clim_branch.conv_layers.1.bias,0.00028661859687417746,0.0003753219498321414,0.0011318796314299107
8,,clim_branch.conv_layers.4.weight,8.633195102447644e-05,0.00012075719860149547,0.0010624686256051064
8,,clim_branch.conv_layers.4.bias,1.3130829756846651e-11,1.762754178735726e-11,5.093170329928398e-11
8,,clim_branch.conv_layers.5.weight,0.00015890637587290257,0.00023029408475849777,0.0007586537976749241
8,,clim_branch.conv_layers.5.bias,9.814616350922734e-05,0.00012821992277167737,0.00037908818922005594
8,,clim_branch.conv_layers.8.weight,2.982969999720808e-05,4.2158742871833965e-05,0.00036368664586916566
8,,clim_branch.conv_layers.8.bias,8.930189920874909e-12,1.1725708945475866e-11,3.637978807091713e-11
8,,clim_branch.conv_layers.9.weight,0.00016555291949771345,0.00020862634119112045,0.0006063177715986967
8,,clim_branch.conv_layers.9.bias,0.00018932166858576238,0.0002356945478823036,0.0006443330203182995
8,,shared_head.0.weight,9.071703243535012e-05,0.00017534212383907288,0.0016271119238808751
8,,shared_head.0.bias,0.0002477153902873397,0.00040036169230006635,0.0014891623286530375
8,,shared_head.3.weight,0.0014480709796771407,0.0021551940590143204,0.008883633650839329
8,,shared_head.3.bias,0.0062240962870419025,,0.0062240962870419025
8,,species_heads.0.0.weight,6.9545152655337e-05,0.00010185375140281394,0.0008146360632963479
8,,species_heads.0.0.bias,2.8528290840768022e-11,3.911000689971189e-11,1.1641532182693481e-10
8,,species_heads.0.1.weight,0.00021875588572584093,0.000283736182609573,0.0007317775744013488
8,,species_heads.0.1.bias,0.00017871111049316823,0.0002521200804039836,0.0008760584751144052
8,,species_heads.0.4.weight,0.00016531444271095097,0.00025156798074021935,0.0012907200725749135
8,,species_heads.0.4.bias,2.808242527407856e-11,3.6744232656538145e-11,8.731149137020111e-11
8,,species_heads.0.5.weight,0.0005749155534431338,0.0008432776085101068,0.0033043785952031612
8,,species_heads.0.5.bias,0.000752851483412087,0.001003738259896636,0.0029919606167823076
8,,species_heads.0.8.weight,0.0024616545997560024,0.0019172301981598139,0.006438328418880701
8,,species_heads.0.8.bias,0.0062240962870419025,,0.0062240962870419025
9,,clim_branch.conv_layers.0.weight,8.093674841802567e-05,0.00018824748985935003,0.002404599916189909
9,,clim_branch.conv_layers.0.bias,1.481623712606961e-10,2.2321927639623595e-10,7.275957614183426e-10
9,,clim_branch.conv_layers.1.weight,0.0003886710328515619,0.0005577006377279758,0.001738201011903584
9,,clim_branch.conv_layers.1.bias,0.0002514667867217213,0.0003377023385837674,0.0007548925350420177
9,,clim_branch.conv_layers.4.weight,6.0399994254112244e-05,8.45119939185679e-05,0.0005676045548170805
9,,clim_branch.conv_layers.4.bias,1.2860823517257813e-11,1.7623881520822948e-11,5.820766091346741e-11
9,,clim_branch.conv_layers.5.weight,0.00013881704944651574,0.00017537623352836818,0.00042206462239846587
9,,clim_branch.conv_layers.5.bias,8.011845784494653e-05,9.531728574074805e-05,0.0001983507099794224
9,,clim_branch.conv_layers.8.weight,2.66072074737167e-05,3.6846329749096185e-05,0.00024840826517902315
9,,clim_branch.conv_layers.8.bias,6.037836897121451e-12,8.497350392766556e-12,2.9103830456733704e-11
9,,clim_branch.conv_layers.9.weight,0.00013217331434134394,0.00016682733257766813,0.0005316338501870632
9,,clim_branch.conv_layers.9.bias,0.00014285132056102157,0.0001732859091134742,0.0005094396183267236
9,,shared_head.0.weight,7.068293052725494e-05,0.00014771544374525547,0.0017996823880821466
9,,shared_head.0.bias,0.00017435420886613429,0.0003068874648306519,0.0014836140908300877
9,,shared_head.3.weight,0.0010207004379481077,0.0019159942166879773,0.011741846799850464
9,,shared_head.3.bias,0.005332850851118565,,0.005332850851118565
9,,species_heads.0.0.weight,7.430429104715586e-05,0.00010918127372860909,0.0007094217580743134
9,,species_heads.0.0.bias,2.211919536421192e-11,3.1011183204698867e-11,1.1641532182693481e-10
9,,species_heads.0.1.weight,0.00025561783695593476,0.00031929565011523664,0.0009231601725332439
9,,species_heads.0.1.bias,0.00018763580010272563,0.0002415085182292387,0.0008385892724618316
9,,species_heads.0.4.weight,0.00020743752247653902,0.00031837751157581806,0.0017526058945804834
9,,species_heads.0.4.bias,2.914646302087931e-11,4.28849906974893e-11,1.4551915228366852e-10
9,,species_heads.0.5.weight,0.0005685369833372533,0.000842520734295249,0.0032744614873081446
9,,species_heads.0.5.bias,0.0006858917186036706,0.0008459555683657527,0.002176621463149786
9,,species_heads.0.8.weight,0.0025392239913344383,0.002467795042321086,0.0063598500564694405
9,,species_heads.0.8.bias,0.005332850851118565,,0.005332850851118565
10,,clim_branch.conv_layers.0.weight,6.402186409104615e-05,0.0001535010087536648,0.0021879917476326227
10,,clim_branch.conv_layers.0.bias,1.3568524082074873e-10,2.4669380427333465e-10,8.440110832452774e-10
10,,clim_branch.conv_layers.1.weight,0.00020606897305697203,0.00026813417207449675,0.0006556582520715892
10,,clim_branch.conv_layers.1.bias,0.00020178916747681797,0.0002867853327188641,0.0008209060179069638
10,,clim_branch.conv_layers.4.weight,5.4162126616574824e-05,7.600252138217911e-05,0.0005756058963015676
10,,clim_branch.conv_layers.4.bias,1.3162804179955856e-11,1.794775786323477e-11,5.093170329928398e-11
10,,clim_branch.conv_layers.5.weight,0.00012794893700629473,0.0001689423806965351,0.0005576324183493853
10,,clim_branch.conv_layers.5.bias,8.61867520143278e-05,0.00010949787974823266,0.00030430429615080357
10,,clim_branch.conv_layers.8.weight,2.153204877686221e-05,3.054290573345497e-05,0.00028276952798478305
10,,clim_branch.conv_layers.8.bias,7.250644529221972e-12,1.0835876466941397e-11,5.820766091346741e-11
10,,clim_branch.conv_layers.9.weight,0.00010326509072910994,0.00014223188918549567,0.00044025815441273153
10,,clim_branch.conv_layers.9.bias,8.539629925508052e-05,0.00011038790398743004,0.00034260255051776767
10,,shared_head.0.weight,4.0053251723293215e-05,9.108815720537677e-05,0.0011407440761104226
10,,shared_head.0.bias,7.41209223633632e-05,0.00012284013791941106,0.0005067551392130554
10,,shared_head.3.weight,0.0006249743164516985,0.0010046875104308128,0.0049348375760018826
10,,shared_head.3.bias,0.0032470659352838993,,0.0032470659352838993
10,,species_heads.0.0.weight,5.522878927877173e-05,7.872800779296085e-05,0.0005107097094878554
10,,species_heads.0.0.bias,2.042810365310288e-11,3.0661220090655306e-11,1.1641532182693481e-10
10,,species_heads.0.1.weight,0.00014831265434622765,0.0001870762644102797,0.0004943647654727101
10,,species_heads.0.1.bias,0.00013939166092313826,0.00017831427976489067,0.0005254683783277869
10,,species_heads.0.4.weight,0.00011407798592699692,0.00017283501802012324,0.0009980477625504136
10,,species_heads.0.4.bias,2.0236257114447653e-11,2.9069987736440872e-11,8.003553375601768e-11
10,,species_heads.0.5.weight,0.00021285470575094223,0.00030179385794326663,0.0008637473220005631
10,,species_heads.0.5.bias,0.00033243672805838287,0.00041940194205380976,0.0010230815969407558
10,,species_heads.0.8.weight,0.0010801793541759253,0.0012766974978148937,0.005230594892054796
10,,species_heads.0.8.bias,0.0032470659352838993,,0.0032470659352838993
11,,clim_branch.conv_layers.0.weight,8.311541751027107e-05,0.00018829132022801787,0.0032202734146267176
11,,clim_branch.conv_layers.0.bias,1.8690116121433675e-10,2.8108326777243064e-10,9.313225746154785e-10
11,,clim_branch.conv_layers.1.weight,0.0003860637662000954,0.0005477982340380549,0.0019038086757063866
11,,clim_branch.conv_layers.1.bias,0.00026132294442504644,0.0003857256378978491,0.001176473218947649
11,,clim_branch.conv_layers.4.weight,6.887729250593111e-05,9.831364877754822e-05,0.0007612843182869256
11,,clim_branch.conv_layers.4.bias,2.0556001345539698e-11,2.673140181430611e-11,7.275957614183426e-11
11,,clim_branch.conv_layers.5.weight,0.0001395722501911223,0.00020933715859428048,0.0009135046857409179
11,,clim_branch.conv_layers.5.bias,0.00010303031012881547,0.0001327610807493329,0.00043708423618227243
11,,clim_branch.conv_layers.8.weight,2.4984283300000243e-05,3.571257184376009e-05,0.0002895742072723806
11,,clim_branch.conv_layers.8.bias,7.297717985466079e-12,1.0609047494669621e-11,4.3655745685100555e-11
